data_somministrazione;area;totale;sesso_maschile;sesso_femminile;prima_dose;seconda_dose;pregressa_infezione;dose_aggiuntiva;codice_NUTS1;codice_NUTS2;codice_regione_ISTAT;nome_area;Latitudine;Longitudine;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati
2021-08-09;LIG;12026;6116;5910;4338;7544;144;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;51;15;66;1539;1605;45;76;100489;4368;106462;1971161;755266
2021-08-09;MAR;9097;4828;4269;4051;4771;275;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;49;6;55;2808;2863;22;46;101017;3041;106921;1394022;813105
2021-08-10;CAL;9788;4915;4873;3599;6087;102;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;89;4;93;2894;2987;114;212;68211;1269;72467;1019361;928327
2021-08-10;UMB;7403;3935;3468;4001;3258;144;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;24;1;25;1961;1986;68;142;55729;1424;59139;1619829;412379
2021-08-10;LAZ;51103;26435;24668;21594;28509;1000;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;441;63;504;15166;15670;702;703;340049;8426;364145;8388310;4564368
2021-08-10;CAM;21641;11192;10449;13569;6951;1121;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;270;16;286;8111;8397;-155;364;419327;7621;435345;5809218;3376923
2021-08-10;SIC;21833;10877;10956;10652;10917;264;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;448;50;498;14699;15197;258;848;229112;6100;250409;5417435;2049840
2021-08-10;SAR;14247;7512;6735;6256;7829;162;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;119;22;141;6515;6656;-14;251;56904;1517;65077;1566941;906743
2021-08-10;LIG;13152;6567;6585;4280;8720;152;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;54;14;68;1520;1588;-17;106;100612;4368;106568;1978456;757942
2021-08-10;TOS;25944;13497;12447;16355;8938;651;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;262;30;292;10748;11040;230;511;240122;6937;258099;5614168;2567705
2021-08-10;LOM;61484;33270;28214;18717;41700;1067;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;283;35;318;13083;13401;-48;525;811541;33843;858785;12872580;4982816
2021-08-10;EMR;31352;16776;14576;15375;14922;1055;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;313;31;344;10989;11333;202;463;375532;13290;400155;7488469;1979486
2021-08-10;VEN;28516;15645;12871;16436;11476;604;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;170;18;188;13457;13645;-134;604;417423;11650;442718;9890710;1968757
2021-08-10;PAB;1854;1019;835;1424;281;149;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;9;1;10;353;363;2;27;72371;1184;73918;1740213;437052
2021-08-10;PAT;6011;3211;2800;2923;2897;191;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;17;1;18;334;352;10;44;44879;1363;46594;928234;256793
2021-08-10;PIE;22109;11708;10401;12524;8894;691;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;105;4;109;3024;3133;-30;147;352781;11701;367615;5649735;2146168
2021-08-10;MOL;1928;1047;881;689;1207;32;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;2;1;3;143;146;9;9;13349;492;13987;254108;220714
2021-08-10;FVG;7327;4089;3238;5310;1658;359;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;27;3;30;834;864;24;75;104135;3791;108790;2358069;727324
2021-08-10;MAR;9200;4814;4386;3333;5592;275;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;47;6;53;2798;2851;-12;146;101175;3041;107067;1397209;814907
2021-08-10;PUG;27471;14323;13148;14201;12114;1156;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;113;20;133;3519;3652;210;316;247889;6675;258216;3010595;1314980
2021-08-10;VDA;856;437;419;580;264;12;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;3;0;3;125;128;11;11;11250;473;11851;153977;73313
2021-08-10;BAS;4417;2326;2091;1513;2833;71;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;24;1;25;915;940;26;49;26276;592;27808;418202;220644
2021-08-10;ABR;9270;4964;4306;3396;5661;213;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;49;1;50;1750;1800;-21;25;72591;2515;76906;1889252;748915
2021-08-11;PAB;1207;608;599;669;487;51;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;7;2;9;354;363;0;28;72399;1184;73946;1749347;438320
2021-08-11;MAR;7571;4099;3472;3169;4165;237;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;42;6;48;2798;2846;-5;208;101388;3041;107275;1400188;816529
2021-08-11;MOL;2025;1059;966;1145;816;64;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;2;1;3;145;148;2;10;13357;492;13997;254552;221144
2021-08-11;PUG;24049;12386;11663;12200;10834;1015;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;123;22;145;3614;3759;107;306;248086;6677;258522;3024180;1317944
2021-08-11;LIG;13144;6743;6401;4791;8235;118;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;51;14;65;1533;1598;10;191;100792;4369;106759;1985479;760340
2021-08-11;EMR;27782;14897;12885;12100;14881;801;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;323;31;354;11233;11587;254;454;375687;13291;400565;7513169;1981676
2021-08-11;VDA;778;380;398;304;453;21;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;3;0;3;125;128;0;1;11251;473;11852;154147;73437
2021-08-11;ABR;8275;4414;3861;2614;5503;158;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;53;1;54;1750;1804;4;78;72665;2515;76984;1895406;751201
2021-08-11;BAS;3708;1921;1787;1427;2223;58;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;23;1;24;953;977;37;64;26302;593;27872;419188;221041
2021-08-11;UMB;7624;4088;3536;3720;3718;186;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;25;1;26;2029;2055;69;115;55775;1424;59254;1626542;413027
2021-08-11;LOM;61390;33591;27799;22460;37583;1347;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;294;35;329;13063;13392;-9;768;812316;33845;859553;12909396;4991626
2021-08-11;FVG;7948;4200;3748;5236;2377;335;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;27;4;31;850;881;17;155;104272;3791;108944;2364449;728743
2021-08-11;PIE;23504;12639;10865;13448;9366;690;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;111;4;115;3086;3201;68;367;353078;11703;367982;5668140;2151180
2021-08-11;PAT;5852;3153;2699;3122;2566;164;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;15;1;16;357;373;21;29;44887;1363;46623;931738;258195
2021-08-11;SAR;11928;6362;5566;6147;5601;180;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;119;22;141;6651;6792;136;380;57146;1519;65457;1574778;910253
2021-08-11;LAZ;49074;25756;23318;20489;27688;897;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;463;65;528;15784;16312;642;645;340049;8429;364790;8388310;4564368
2021-08-11;SIC;16202;8336;7866;8727;7186;289;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;459;59;518;15066;15584;387;868;229584;6109;251277;5431841;2056140
2021-08-11;CAL;11065;5677;5388;3524;7426;115;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;100;4;104;3018;3122;135;212;68287;1270;72679;1022490;930891
2021-08-11;CAM;21055;11097;9958;12034;8144;877;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;284;15;299;8233;8532;135;552;419740;7625;435897;5825877;3379785
2021-08-11;TOS;27084;14209;12875;16924;9421;739;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;260;29;289;11175;11464;424;774;240471;6938;258873;5629886;2574503
2021-08-11;VEN;26817;14809;12008;15672;10579;566;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;157;21;178;13429;13607;-38;620;418081;11650;443338;9931578;1972029
2021-08-12;BAS;3919;2000;1919;1678;2159;82;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;25;1;26;978;1004;27;63;26338;593;27935;420037;221415
2021-08-12;VDA;378;204;174;118;248;12;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;3;0;3;122;125;-3;8;11262;473;11860;154911;73829
2021-08-12;SAR;12481;6615;5866;6627;5686;168;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;129;22;151;6856;7007;215;435;57364;1521;65892;1581001;913358
2021-08-12;EMR;27744;15073;12671;19319;6883;1542;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;319;32;351;11580;11931;344;632;375972;13292;401195;7536732;1983964
2021-08-12;LOM;56907;31258;25649;22005;33527;1375;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;292;37;329;13033;13362;-30;679;813023;33847;860232;12942309;4999639
2021-08-12;CAM;18928;9999;8929;12393;5718;817;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;290;16;306;8106;8412;-120;543;420399;7629;436440;5839604;3382628
2021-08-12;UMB;7360;3905;3455;4592;2546;222;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;29;1;30;2038;2068;13;31;55793;1424;59285;1628044;413140
2021-08-12;VEN;24187;13096;11091;17324;6165;698;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;146;24;170;13251;13421;-186;583;418849;11651;443921;9974355;1975170
2021-08-12;CAL;7648;3884;3764;2802;4670;176;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;96;7;103;3246;3349;227;299;68358;1271;72978;1025371;933392
2021-08-12;SIC;15126;7585;7541;7975;6906;245;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;473;59;532;15702;16234;650;1134;230056;6121;252411;5448443;2063140
2021-08-12;MAR;8020;4332;3688;3890;3768;362;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;37;6;43;2805;2848;2;199;101585;3041;107474;1402875;818042
2021-08-12;LIG;12552;6455;6097;4596;7858;98;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;57;13;70;1575;1645;47;164;100908;4370;106923;1992033;762610
2021-08-12;LAZ;48078;24897;23181;20826;26257;995;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;466;66;532;16344;16876;564;567;340049;8432;365357;8388310;4564368
2021-08-12;MOL;1465;761;704;1024;400;41;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;4;1;5;147;152;4;4;13357;492;14001;254608;221198
2021-08-12;TOS;25859;13458;12401;14315;10899;645;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;259;32;291;11604;11895;431;876;240914;6940;259749;5643577;2580967
2021-08-12;ABR;8770;4627;4143;3179;5411;180;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;48;1;49;1833;1882;78;141;72725;2516;77123;1901599;753278
2021-08-12;PUG;19661;10512;9149;11186;7576;899;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;126;22;148;3714;3862;103;281;248264;6677;258803;3036409;1320427
2021-08-12;PAB;3367;1724;1643;582;2713;72;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;8;2;10;369;379;16;31;72414;1184;73977;1754915;439086
2021-08-12;FVG;7996;4287;3709;5202;2503;291;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;27;5;32;862;894;13;101;104360;3791;109045;2370865;730170
2021-08-12;PIE;22110;11863;10247;13487;7829;794;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;114;5;119;3166;3285;84;301;353294;11704;368283;5683697;2155855
2021-08-12;PAT;5715;3055;2660;2212;3326;177;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;16;0;16;340;356;-17;16;44920;1363;46639;932996;258698
2021-08-13;TOS;23124;12531;10593;11341;11233;550;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;263;32;295;11822;12117;222;819;241507;6944;260568;5658103;2588108
2021-08-13;VEN;24481;13846;10635;18339;5369;773;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;140;28;168;13366;13534;113;771;419506;11652;444692;10013460;1980475
2021-08-13;PAT;5970;3383;2587;2615;3204;151;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;14;0;14;363;377;21;41;44940;1363;46680;936201;259980
2021-08-13;SAR;9949;5418;4531;6314;3516;119;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;128;23;151;6910;7061;54;400;57707;1524;66292;1589401;915629
2021-08-13;LOM;53466;29612;23854;20531;31669;1266;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;299;33;332;12990;13322;-40;661;813719;33852;860893;12977623;5008172
2021-08-13;LIG;10906;5635;5271;3928;6882;96;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;66;12;78;1686;1764;119;158;100947;4370;107081;1998568;764910
2021-08-13;PIE;20066;10695;9371;12093;7243;730;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;117;7;124;3159;3283;-2;280;353576;11704;368563;5703895;2160463
2021-08-13;PUG;13813;7340;6473;7306;5916;591;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;125;21;146;3814;3960;98;361;248526;6678;259164;3050742;1322980
2021-08-13;CAL;7593;3918;3675;2442;5082;69;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;102;7;109;3375;3484;135;239;68462;1271;73217;1028561;936066
2021-08-13;UMB;6977;3871;3106;4249;2526;202;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;30;1;31;2098;2129;61;142;55873;1425;59427;1635499;413876
2021-08-13;LAZ;43705;22724;20981;20107;22502;1096;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;466;68;534;16952;17486;610;613;340049;8435;365970;8388310;4564368
2021-08-13;MOL;1539;802;737;1122;385;32;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;4;1;5;149;154;2;2;13357;492;14003;254903;221492
2021-08-13;PAB;2917;1561;1356;1514;1304;99;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;9;2;11;342;353;-26;1;72441;1184;73978;1756214;439375
2021-08-13;VDA;496;273;223;204;283;9;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;124;129;4;11;11267;473;11871;155559;74173
2021-08-13;MAR;6752;3759;2993;3389;3151;212;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;31;7;38;2826;2864;16;171;101740;3041;107645;1405402;819372
2021-08-13;SIC;11520;5970;5550;5978;5301;241;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;499;65;564;16366;16930;696;1101;230448;6134;253512;5462397;2069633
2021-08-13;FVG;3895;2184;1711;2732;969;194;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;24;5;29;878;907;13;109;104454;3792;109153;2376817;731323
2021-08-13;EMR;21279;11812;9467;14288;6090;901;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;321;36;357;12072;12429;498;656;376118;13295;401842;7561721;1985944
2021-08-13;BAS;3661;1904;1757;1423;2147;91;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;27;1;28;995;1023;19;39;26357;594;27974;420831;221791
2021-08-13;ABR;7120;3832;3288;2012;5001;107;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;51;1;52;1893;1945;63;140;72801;2516;77262;1907560;755249
2021-08-13;CAM;16870;9153;7717;9711;6606;553;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;303;16;319;8333;8652;240;622;420773;7637;437062;5854229;3385240
2021-08-14;ABR;127;69;58;99;26;2;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;48;3;51;1883;1934;-11;95;72904;2518;77356;1913281;757315
2021-08-14;VDA;465;256;209;135;314;16;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;125;130;1;1;11269;473;11872;156128;74516
2021-08-14;BAS;3479;1907;1572;1421;1997;61;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;31;1;32;1042;1074;51;66;26372;594;28040;421963;222217
2021-08-14;UMB;5856;3233;2623;2919;2786;151;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;30;1;31;2091;2122;-7;139;56018;1426;59566;1641080;414522
2021-08-14;PIE;15158;8167;6991;9813;4765;580;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;109;8;117;3226;3343;60;280;353795;11705;368843;5726928;2166506
2021-08-14;SIC;6146;3343;2803;3309;2716;121;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;531;65;596;16891;17487;557;1013;230901;6137;254525;5481011;2075770
2021-08-14;VEN;9922;5810;4112;7273;2401;248;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;144;27;171;13115;13286;-248;600;420354;11652;445292;10054451;1983200
2021-08-14;MOL;1622;875;747;705;896;21;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;4;1;5;152;157;3;17;13371;492;14020;255328;221910
2021-08-14;EMR;15815;8922;6893;8338;7028;449;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;316;38;354;12628;12982;553;765;376320;13299;402601;7588532;1987793
2021-08-14;LAZ;2546;1439;1107;994;1518;34;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;454;67;521;17543;18064;578;583;340049;8440;366553;8388310;4564368
2021-08-14;LOM;26550;14889;11661;11129;14867;554;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;317;36;353;12867;13220;-102;676;814493;33856;861569;13017061;5018038
2021-08-14;SAR;1793;1025;768;990;793;10;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;131;21;152;7101;7253;192;471;57983;1527;66763;1593515;919251
2021-08-14;TOS;22397;12226;10171;10459;11519;419;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;268;33;301;11888;12189;72;683;242113;6949;261251;5672481;2594178
2021-08-14;MAR;2402;1379;1023;1035;1318;49;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;34;6;40;2884;2924;60;199;101877;3043;107844;1408332;821052
2021-08-14;CAL;2233;1195;1038;728;1489;16;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;104;7;111;3346;3457;-27;237;68724;1273;73454;1031398;938444
2021-08-14;LIG;3215;1719;1496;898;2299;18;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;66;12;78;1699;1777;13;187;101121;4370;107268;2006495;768149
2021-08-14;CAM;4919;2804;2115;2051;2706;162;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;317;16;333;8625;8958;306;711;421176;7639;437773;5871884;3389191
2021-08-14;FVG;207;152;55;189;4;14;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;29;4;33;881;914;7;99;104545;3792;109251;2385302;733406
2021-08-14;PAT;290;156;134;51;236;3;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;13;1;14;363;377;0;36;44976;1363;46716;939078;261131
2021-08-14;PUG;1102;568;534;510;573;19;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;128;21;149;3958;4107;147;334;248710;6681;259498;3067609;1325551
2021-08-14;PAB;2063;1120;943;727;1274;62;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;11;2;13;367;380;27;45;72459;1184;74023;1763155;440370
2021-08-15;FVG;1;1;0;0;1;0;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;30;5;35;866;901;-13;61;104619;3792;109312;2389704;734895
2021-08-15;PIE;6583;3635;2948;5033;1271;279;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;115;9;124;3320;3444;101;202;353896;11705;369045;5738585;2170840
2021-08-15;SIC;2513;1428;1085;1509;954;50;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;538;68;606;17430;18036;549;946;231294;6141;255471;5489876;2080136
2021-08-15;SAR;19;10;9;9;10;0;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;134;21;155;7135;7290;37;275;58216;1532;67038;1596184;921482
2021-08-15;LOM;7000;3988;3012;2933;3884;183;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;308;42;350;12881;13231;11;333;814814;33857;861902;13026827;5020500
2021-08-15;UMB;4395;2387;2008;2870;1382;143;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;30;1;31;2136;2167;45;158;56131;1426;59724;1646370;415161
2021-08-15;VEN;3107;1763;1344;2619;425;63;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;144;30;174;13156;13330;44;509;420817;11654;445801;10085559;1985142
2021-08-15;CAM;1122;639;483;215;899;8;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;313;15;328;8847;9175;217;473;421431;7640;438246;5885705;3392358
2021-08-15;EMR;6658;3694;2964;3288;3200;170;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;326;35;361;12787;13148;166;551;376702;13300;403150;7608348;1989478
2021-08-15;MAR;225;112;113;205;13;7;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;39;6;45;2927;2972;48;160;101989;3043;108004;1410581;822311
2021-08-15;LAZ;1520;941;579;801;697;22;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;456;67;523;18007;18530;466;467;340049;8441;367020;8388310;4564368
2021-08-15;CAL;52;24;28;18;33;1;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;103;7;110;3365;3475;18;250;68954;1275;73704;1033841;940441
2021-08-15;TOS;14692;7762;6930;5271;9237;184;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;287;33;320;12061;12381;192;725;242645;6950;261976;5684712;2599444
2021-08-15;LIG;1414;786;628;848;531;35;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;71;12;83;1698;1781;4;169;101286;4370;107437;2012385;770898
2021-08-15;PUG;58;35;23;57;1;0;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;128;22;150;4058;4208;101;184;248792;6682;259682;3079519;1327713
2021-08-15;PAB;616;333;283;263;334;19;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;12;1;13;427;440;60;60;72459;1184;74083;1767979;441118
2021-08-15;BAS;2704;1430;1274;1136;1527;41;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;32;2;34;1092;1126;52;63;26383;594;28103;422636;222537
2021-08-16;MAR;5167;2782;2385;2983;2024;160;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;38;7;45;2935;2980;8;69;102050;3043;108073;1411328;822667
2021-08-16;MOL;1786;926;860;829;941;16;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;5;1;6;150;156;-1;4;13376;492;14024;255645;222227
2021-08-16;PUG;12095;6419;5676;7085;4377;633;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;136;23;159;4076;4235;27;103;248868;6682;259785;3085424;1329360
2021-08-16;PAB;1966;1116;850;822;1086;58;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;13;1;14;462;476;36;77;72500;1184;74160;1773417;442068
2021-08-16;ABR;6094;3205;2889;2255;3692;147;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;50;5;55;1915;1970;36;104;72972;2518;77460;1921543;760245
2021-08-16;CAL;6977;3566;3411;2375;4540;62;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;109;7;116;3297;3413;-62;95;69110;1276;73799;1035003;941524
2021-08-16;CAM;12470;6697;5773;6207;5728;535;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;317;15;332;8793;9125;-50;183;421658;7646;438429;5889612;3393079
2021-08-16;VDA;422;211;211;129;276;17;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;113;118;-12;13;11294;473;11885;156769;74884
2021-08-16;BAS;3568;1867;1701;1485;1998;85;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;34;2;36;1084;1120;-6;2;26391;594;28105;422692;222565
2021-08-16;FVG;4826;2599;2227;2702;1876;248;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;30;7;37;855;892;-9;16;104644;3792;109328;2390850;735191
2021-08-16;EMR;20237;10878;9359;12637;6580;1020;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;344;40;384;12894;13278;130;458;377023;13302;403603;7619395;1990735
2021-08-16;LAZ;3723;2052;1671;2067;1593;63;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;493;70;563;17529;18092;-438;419;340906;8441;367439;8388310;4564368
2021-08-16;SIC;20318;10431;9887;10909;9091;318;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;583;71;654;18079;18733;697;881;231471;6148;256352;5497904;2084591
2021-08-16;LOM;39044;21109;17935;16894;21102;1048;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;311;40;351;12675;13026;-205;138;815154;33860;862040;13032787;5021882
2021-08-16;PAT;4867;2571;2296;1839;2912;116;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;15;1;16;370;386;9;33;45000;1363;46749;941803;262221
2021-08-16;PIE;19278;10234;9044;11596;6817;865;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;127;11;138;3254;3392;-52;97;354045;11705;369142;5747299;2172616
2021-08-16;UMB;3524;1744;1780;1980;1475;69;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;32;2;34;2235;2269;102;179;56208;1426;59903;1652370;415851
2021-08-16;LIG;9933;5141;4792;3773;6053;107;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;75;10;85;1728;1813;32;78;101331;4371;107515;2014762;771714
2021-08-16;SAR;8461;4411;4050;4550;3794;117;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;140;22;162;7223;7385;95;266;58386;1533;67304;1599444;923178
2021-08-16;VEN;19741;10689;9052;13001;6165;575;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;155;32;187;13229;13416;86;291;421022;11654;446092;10096273;1986443
2021-08-16;TOS;30016;15753;14263;16608;12703;705;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;297;37;334;12054;12388;7;527;243162;6953;262503;5690599;2602117
2021-08-17;EMR;22408;12319;10089;14518;6863;1027;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;361;44;405;13023;13428;150;478;377341;13309;404078;7647105;1992764
2021-08-17;CAL;7691;3917;3774;2766;4830;95;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;110;11;121;3281;3402;-11;201;69319;1279;74000;1038257;944332
2021-08-17;SAR;10611;5536;5075;6094;4389;128;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;158;18;176;7187;7363;-22;207;58607;1541;67511;1609309;925968
2021-08-17;FVG;3652;1966;1686;2822;602;228;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;26;7;33;899;932;40;79;104678;3795;109405;2397652;736569
2021-08-17;PIE;18118;9714;8404;11718;5609;791;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;132;12;144;3222;3366;-26;205;354276;11705;369347;5761952;2177528
